ITAG,cluster,symbol,gene_name
Solyc04g071540,7,TT15,"UDP-glucose:sterol glucosyltransferase, putative; similar to UDP-glucose:sterol glucosyltransferase (UGT80A2) [Arabidopsis thaliana] (TAIR:AT3G07020.1); similar to Os01g0867600 [Oryza sativa (japonica cultivar-group)] (GB:NP_001044914.1); similar to sterol glucosyltransferase [Withania somnifera] (GB:ABC96116.1); contains InterPro domain UDP-glucuronosyl/UDP-glucosyltransferase; (InterPro:IPR002213); contains InterPro domain Glycosyl transferase, family 28; (InterPro:IPR004276)"
Solyc04g071615,7,NA,NA
Solyc04g071650,7,CESA6,"Encodes a cellulase synthase.  Mutants are defective in hypocotyl elongation dark-grown plants. Normal hypocotyl elongation is restored in plants grown in white, blue or red light."
Solyc04g073990,7,ANNAT1,"Encodes a member of the annexin gene family, a diverse, multigene family of calcium-dependent, membrane-binding proteins. The protein was determined to have peroxidase activity. This activity is thought to be dependent on the presence of post-translational modifications (most likely phosphorylation). The protein was shown to be present as a mixture of monomer and homodimer. The homodimerization seems to be dependent on the presence of Ca2+ or H2O2. The dimerization was prevented by the addition of DTT, &#946;-mercaptoethanol and TCEP. Annat1 mRNA is expressed in flowers, roots,leaves and stems and is most abundant in stems. mRNA levels are increased in response to oxidative stress.  Developmental expression patterns suggest a role in Golgi-mediated polysaccharide secretion."
Solyc04g074310,7,NA,NA
Solyc04g074700,7,NA,NA
Solyc04g076030,7,NA,NA
Solyc04g076140,7,NA,NA
Solyc04g076870,7,HEMA1,"Encodes a protein with glutamyl-tRNA reductase (GluTR) activity, catalyzing the NADPH-dependent reduction of Glu-tRNA(Glu) to glutamate 1-semialdehyde (GSA) with the release of free tRNA(Glu). It is involved in the early steps of chlorophyll biosynthesis."
Solyc04g077170,7,NA,NA
Solyc04g077180,7,NA,"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT4G25770.1); similar to Os03g0726800 [Oryza sativa (japonica cultivar-group)] (GB:NP_001051137.1); similar to Protein of unknown function DUF676, hydrolase-like [Medicago truncatula] (GB:ABE80808.1); contains InterPro domain Esterase/lipase/thioesterase; (InterPro:IPR000379); contains InterPro domain Protein of unknown function DUF676, hydrolase-like; (InterPro:IPR007751)"
Solyc04g080940,7,WAT1,"nodulin MtN21 family protein; similar to nodulin MtN21 family protein [Arabidopsis thaliana] (TAIR:AT3G53210.1); similar to putative MtN21 [Oryza sativa (japonica cultivar-group)] (GB:BAD13218.1); contains InterPro domain Protein of unknown function DUF6, transmembrane; (InterPro:IPR000620)"
Solyc04g082500,7,NA,"protein kinase, putative; similar to protein kinase, putative [Arabidopsis thaliana] (TAIR:AT2G17220.2); similar to Os02g0118200 [Oryza sativa (japonica cultivar-group)] (GB:NP_001045693.1); similar to H0409D10.5 [Oryza sativa (indica cultivar-group)] (GB:CAH66747.1); contains InterPro domain Serine/threonine protein kinase; (InterPro:IPR002290); contains InterPro domain Protein kinase-like; (InterPro:IPR011009); contains InterPro domain Protein kinase; (InterPro:IPR000719); contains InterPro domain Tyrosine protein kinase; (InterPro:IPR001245); contains InterPro domain Serine/threonine protein kinase, active site; (InterPro:IPR008271)"
Solyc05g005180,7,DHNS,"naphthoate synthase, putative / dihydroxynaphthoic acid synthetase, putative / DHNA synthetase, putative; similar to enoyl-CoA hydratase/isomerase family protein [Arabidopsis thaliana] (TAIR:AT4G16210.1); similar to Os01g0662700 [Oryza sativa (japonica cultivar-group)] (GB:NP_001043784.1); similar to Hydroxyacyl-CoA dehydrogenase/enoyl-CoA hydratase (ISS) [Ostreococcus tauri] (GB:CAL50544.1); contains InterPro domain Enoyl-CoA hydratase/isomerase; (InterPro:IPR001753); contains InterPro domain Naphthoate synthase; (InterPro:IPR010198)"
Solyc05g009430,7,ENDO,"bifunctional nuclease, putative; similar to bifunctional nuclease, putative [Arabidopsis thaliana] (TAIR:AT4G21585.1); similar to bifunctional nuclease [Zinnia elegans] (GB:AAD00694.1); contains InterPro domain Phospholipase C/P1 nuclease; (InterPro:IPR008947); contains InterPro domain S1/P1 nuclease; (InterPro:IPR003154)"
Solyc05g009520,7,NA,NA
Solyc05g010140,7,NA,NA
Solyc05g010400,7,NIK1,"NIK1 (NSP-INTERACTING KINASE 1); kinase; similar to leucine-rich repeat family protein / protein kinase family protein [Arabidopsis thaliana] (TAIR:AT2G23950.1); similar to leucine-rich repeat family protein / protein kinase family protein [Arabidopsis thaliana] (TAIR:AT4G30520.1); similar to NIK2 (NSP-INTERACTING KINASE 2), protein kinase [Arabidopsis thaliana] (TAIR:AT3G25560.1); similar to hypothetical protein [Cleome spinosa] (GB:ABD96908.1); similar to leucine-rich repeat receptor-like kinase [Populus tomentosa] (GB:ABG73621.1); similar to hypothetical protein [Cleome spinosa] (GB:ABD96874.1); contains InterPro domain Protein kinase-like; (InterPro:IPR011009); contains InterPro domain Leucine-rich repeat; (InterPro:IPR001611); contains InterPro domain Protein kinase; (InterPro:IPR000719); contains InterPro domain Leucine-rich repeat, plant specific; (InterPro:IPR007090); contains InterPro domain Serine/threonine protein kinase, active site; (InterPro:IPR008271); contains InterPro domain Leucine rich repeat, N-terminal; (InterPro:IPR013210)"
Solyc05g015150,7,NA,"leucine-rich repeat family protein; similar to leucine-rich repeat transmembrane protein kinase, putative [Arabidopsis thaliana] (TAIR:AT2G01210.1); similar to Leucine Rich Repeat, putative [Medicago truncatula] (GB:ABE91521.1); similar to Os12g0235700 [Oryza sativa (japonica cultivar-group)] (GB:NP_001066458.1); contains InterPro domain Protein kinase-like; (InterPro:IPR011009); contains InterPro domain Leucine-rich repeat; (InterPro:IPR001611); contains InterPro domain Protein kinase; (InterPro:IPR000719); contains InterPro domain Leucine-rich repeat, plant specific; (InterPro:IPR007090); contains InterPro domain Serine/threonine protein kinase, active site; (InterPro:IPR008271); contains InterPro domain Leucine rich repeat, N-terminal; (InterPro:IPR013210)"
Solyc05g016180,7,NA,NA
Solyc05g047540,7,NA,pentatricopeptide (PPR) repeat-containing protein; similar to binding [Arabidopsis thaliana] (TAIR:AT4G14190.1); similar to pentatricopeptide repeat protein [Capsella rubella] (GB:ABA18107.1); contains InterPro domain Pentatricopeptide repeat; (InterPro:IPR002885)
Solyc05g050120,7,ATNADP-ME3,The malic enzyme (EC 1.1.1.40) encoded by the ATNADP-ME3 is presumably cytosolic and restricted in its expression by both developmental and cell-specific signals.
Solyc05g051240,7,NA,"aspartyl protease family protein; similar to aspartyl protease family protein [Arabidopsis thaliana] (TAIR:AT1G66180.1); similar to Os01g0844500 [Oryza sativa (japonica cultivar-group)] (GB:NP_001044781.1); similar to Aspartic proteinase nepenthesin-1 precursor (Nepenthesin-I) (GB:Q766C3); similar to Os03g0271900 [Oryza sativa (japonica cultivar-group)] (GB:NP_001049694.1); contains InterPro domain Peptidase A1, pepsin; (InterPro:IPR001461); contains InterPro domain Peptidase aspartic, catalytic; (InterPro:IPR009007)"
Solyc05g051640,7,PXY,"leucine-rich repeat transmembrane protein kinase, putative; similar to leucine-rich repeat transmembrane protein kinase, putative [Arabidopsis thaliana] (TAIR:AT4G28650.1); similar to CLAVATA1 receptor kinase (CLV1) [Arabidopsis thaliana] (TAIR:AT1G08590.1); similar to BAM1 (big apical meristem 1), ATP binding / kinase/ protein serine/threonine kinase [Arabidopsis thaliana] (TAIR:AT5G65700.1); similar to putative receptor-like protein kinase 1 [Oryza sativa (japonica cultivar-group)] (GB:AAP68887.1); similar to Protein kinase; Actin-binding, actinin-type [Medicago truncatula] (GB:ABE92015.1); similar to Hypothetical protein [Oryza sativa (japonica cultivar-group)] (GB:AAO17351.1); contains InterPro domain Protein kinase-like; (InterPro:IPR011009); contains InterPro domain Leucine-rich repeat; (InterPro:IPR001611); contains InterPro domain Protein kinase; (InterPro:IPR000719); contains InterPro domain Leucine-rich repeat, plant specific; (InterPro:IPR007090); contains InterPro domain Serine/threonine protein kinase, active site; (InterPro:IPR008271); contains InterPro domain Leucine rich repeat, N-terminal; (InterPro:IPR013210)"
Solyc05g051870,7,NA,NA
Solyc05g052630,7,NA,NA
Solyc05g053550,7,ATCHS,"Encodes chalcone synthase (CHS), a key enzyme involved in the biosynthesis of flavonoids.  Required for the accumulation of purple anthocyanins in leaves and stems. Also involved in the regulation of auxin transport and the modulation of root gravitropism."
Solyc05g055940,7,NA,NA
Solyc06g008880,7,NA,transducin family protein / WD-40 repeat family protein; similar to transducin family protein / WD-40 repeat family protein [Arabidopsis thaliana] (TAIR:AT2G43770.1); similar to LEC14B homolog (GB:O24467); similar to LEC14B protein (GB:Q40153); contains InterPro domain WD-40 repeat; (InterPro:IPR001680); contains InterPro domain WD40-like; (InterPro:IPR011046)
Solyc06g009780,7,NA,"microtubule motor; similar to ATK4 (ARABIDOPSIS THALIANA KINESIN 4), microtubule motor [Arabidopsis thaliana] (TAIR:AT5G27000.1); similar to kinesin motor protein-related [Arabidopsis thaliana] (TAIR:AT3G44730.1); similar to kinesin motor protein-related [Arabidopsis thaliana] (TAIR:AT1G09170.1); similar to Kinesin-4, putative, expressed [Oryza sativa (japonica cultivar-group)] (GB:ABF95490.1); similar to Calponin-like actin-binding; Kinesin, motor re (GB:ABE84966.1); similar to kinesin [Gossypium hirsutum] (GB:AAW03152.1); contains InterPro domain Kinesin, motor region; (InterPro:IPR001752); contains InterPro domain Calponin-like actin-binding; (InterPro:IPR001715)"
Solyc06g035720,7,ATBAG1,"A member of Arabidopsis BAG (Bcl-2-associated athanogene) proteins, plant homologs of mammalian regulators of apoptosis. Plant BAG proteins are multi-functional and remarkably similar to their animal counterparts, as they regulate apoptotic-like processes ranging from pathogen attack, to abiotic stress, to plant development."
Solyc06g049050,7,ATEXP8,"member of Alpha-Expansin Gene Family. Naming convention from the Expansin Working Group (Kende et al, 2004. Plant Mol Bio).  Involved in the formation of nematode-induced syncytia in roots of Arabidopsis thaliana."
Solyc06g050790,7,NA,"amino acid transporter family protein; similar to amino acid transporter family protein [Arabidopsis thaliana] (TAIR:AT2G40420.1); similar to Amino acid/polyamine transporter II [Medicago truncatula] (GB:ABE86055.1); contains InterPro domain Amino acid/polyamine transporter II; (InterPro:IPR002422); contains InterPro domain Amino acid transporter, transmembrane; (InterPro:IPR013057)"
Solyc06g053220,7,NA,NA
Solyc06g054690,7,NA,NA
Solyc06g062370,7,NA,NA
Solyc06g062900,7,EER4,transcription initiation factor IID (TFIID) subunit A family protein; similar to TAFII58 (tata-associated factor II 58) [Arabidopsis thaliana] (TAIR:AT3G10070.1); similar to Histone-fold [Medicago truncatula] (GB:ABE92437.1); contains InterPro domain Histone-fold; (InterPro:IPR009072); contains InterPro domain Transcription initiation factor TFIID; (InterPro:IPR003228); contains InterPro domain Histone-fold/TFIID-TAF/NF-Y; (InterPro:IPR007124)
Solyc06g063070,7,NA,NA
Solyc06g065740,7,GOS11,Golgi SNARE 11 protein (GOS11)
Solyc06g066580,7,NA,NA
Solyc06g066640,7,PSAH-1,Encodes subunit H of photosystem I reaction center subunit VI.
Solyc06g066650,7,ATROPGEF12,"Encodes a member of KPP-like gene family, homolog of KPP (kinase partner protein) gene in tomato.  Also a member of the RopGEF (guanine nucleotide exchange factor) family, containing the novel PRONE domain (plant-specific Rop nucleotide exchanger), which is exclusively active towards members of the Rop subfamily."
Solyc06g068360,7,NA,encodes a member of the ERF (ethylene response factor) subfamily B-6 of ERF/AP2 transcription factor family. The protein contains one AP2 domain. There are 12 members in this subfamily including RAP2.11.
Solyc06g071480,7,NA,NA
Solyc06g076820,7,NA,"zinc finger (C2H2 type) family protein; similar to zinc finger (C2H2 type) family protein [Arabidopsis thaliana] (TAIR:AT1G75710.1); similar to H0814G11.16 [Oryza sativa (indica cultivar-group)] (GB:CAJ86349.1); similar to CAA30374.1 protein [Oryza sativa] (GB:CAB53477.1); similar to Os03g0264600 [Oryza sativa (japonica cultivar-group)] (GB:NP_001049642.1); contains InterPro domain Zinc finger, C2H2-type; (InterPro:IPR007087)"
Solyc07g007560,7,PHT4;5,"transporter-related; similar to ANTR2 (anion transporter 2), organic anion transporter [Arabidopsis thaliana] (TAIR:AT4G00370.1); similar to Major facilitator superfamily MFS_1 [Medicago truncatula] (GB:ABE87274.1); contains InterPro domain Major facilitator superfamily; (InterPro:IPR007114); contains InterPro domain Major facilitator superfamily MFS_1; (InterPro:IPR011701)"
Solyc07g007810,7,ATMAK10,"Encodes a non-functional Arabidopsis homolog of the yeast protein MAK10, a component of the N-terminal acetyltransferase complex C. Mutant plants have normal photosynthesis as well as growth rates and pigmentation comparable to wild type."
Solyc07g008000,7,NA,similar to Os02g0709800 [Oryza sativa (japonica cultivar-group)] (GB:NP_001047892.1); similar to RabGAP/TBC domain-containing protein [Dictyostelium discoideum AX4] (GB:XP_636536.1)
Solyc07g015800,7,NA,NA
Solyc07g022900,7,LHCA5,Encodes a component of the light harvesting complex of photosystem I.
Solyc07g025370,7,CYP721A1,member of CYP721A
Solyc07g039190,7,NA,NA
Solyc07g042710,7,NA,similar to Os09g0478400 [Oryza sativa (japonica cultivar-group)] (GB:NP_001063471.1)
Solyc07g054430,7,NA,"folic acid binding / transferase; similar to formiminotransferase-cyclodeaminase-like [Oryza sativa (japonica cultivar-group)] (GB:BAA83349.1); contains InterPro domain Formiminotransferase, N-terminal; (InterPro:IPR012886)"
Solyc07g062080,7,ATMPK19,member of MAP Kinase
Solyc07g062140,7,ATTPS1,Encodes an enzyme putatively involved in trehalose biosynthesis. The protein has a trehalose synthase (TPS)-like domain but no trehalose phosphatase (TPP)-like domain.  ATTPS1 is able to complement yeast tps1 mutants in vivo. The gene product modulates cell growth but not cell differentiation by determining cell wall deposition and cell division.
Solyc07g063070,7,NA,VQ motif-containing protein; similar to VQ motif-containing protein [Arabidopsis thaliana] (TAIR:AT2G33780.1); similar to DNA-binding WRKY; VQ [Medicago truncatula] (GB:ABD32365.1); contains InterPro domain VQ; (InterPro:IPR008889)
Solyc08g006110,7,NA,NA
Solyc08g013840,7,NA,"haloacid dehalogenase-like hydrolase family protein; similar to haloacid dehalogenase-like hydrolase family protein [Arabidopsis thaliana] (TAIR:AT1G56500.1); similar to Os09g0407700 [Oryza sativa (japonica cultivar-group)] (GB:NP_001063137.1); similar to beta-phosphoglucomutase-like protein [Oryza sativa (japonica cultivar-group)] (GB:BAD36245.1); contains InterPro domain HAD-superfamily hydrolase subfamily IA, variant 3; (InterPro:IPR006402); contains InterPro domain Haloacid dehalogenase-like hydrolase; (InterPro:IPR005834); contains InterPro domain Haloacid dehalogenase/epoxide hydrolase; (InterPro:IPR005833)"
Solyc08g061970,7,ACL5,"Encodes a spermine synthase.  Required for internode elongation and vascular development, specifically in the mechanism that defines the boundaries between veins and nonvein regions.   This mechanism may be mediated by polar auxin transport.  Though ACL5 has been shown to function as a spermine  synthase in E. coli, an ACL5 knockout has no effect on the endogenous levels of free and conjugated polyamines in Arabidopsis, suggesting that ACL5 may have a very specific or altogether different in vivo function."
Solyc08g066660,7,TINY2,encodes a member of the DREB subfamily A-4 of ERF/AP2 transcription factor family. The protein contains one AP2 domain. There are 17 members in this subfamily including TINY.
Solyc08g066940,7,NA,NA
Solyc08g075960,7,NA,mob1/phocein family protein; similar to mob1/phocein family protein [Arabidopsis thaliana] (TAIR:AT4G19050.1); similar to Mob1-like protein [Medicago sativa subsp. falcata] (GB:CAC41010.2); similar to Os03g0577200 [Oryza sativa (japonica cultivar-group)] (GB:NP_001050541.1); contains InterPro domain Mob1/phocein; (InterPro:IPR005301); contains InterPro domain Ferritin/ribonucleotide reductase-like; (InterPro:IPR009078)
Solyc08g075990,7,NA,similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G73060.1); similar to hypothetical protein SBB1_14t00013 [Solanum bulbocastanum] (GB:AAP45177.2); similar to hypothetical protein SBB1_21t00009 [Solanum bulbocastanum] (GB:ABI34553.1)
Solyc08g078300,7,ATHB-2,"ATHB-2 (Homeobox-leucine zipper protein HAT4); DNA binding / transcription factor; Identical to Homeobox-leucine zipper protein HAT4 (Homeodomain-leucine zipper protein HAT4) (HD-ZIP protein 4) (Homeodomain transcription factor ATHB-2) (HD-ZIP protein ATHB-2) (HAT4) [Arabidopsis Thaliana] (GB:Q05466); similar to HAT2, transcription factor [Arabidopsis thaliana] (TAIR:AT5G47370.1); similar to hypothetical protein [Capsella rubella] (GB:CAB96199.1); contains InterPro domain Homeodomain-related; (InterPro:IPR012287); contains InterPro domain Homeobox; (InterPro:IPR001356); contains InterPro domain Leucine zipper, homeobox-associated; (InterPro:IPR003106); contains InterPro domain Homeodomain-like; (InterPro:IPR009057); contains InterPro domain Helix-turn-helix motif, lambda-like repressor; (InterPro:IPR000047); contains InterPro domain HD-ZIP protein, N-terminal; (InterPro:IPR006712)"
Solyc08g078490,7,NA,"formyltetrahydrofolate deformylase, putative; similar to formyltetrahydrofolate deformylase, putative [Arabidopsis thaliana] (TAIR:AT5G47435.1); similar to formyltetrahydrofolate deformylase, putative [Brassica oleracea] (GB:ABD64983.1); contains InterPro domain Formyltetrahydrofolate deformylase; (InterPro:IPR004810); contains InterPro domain Formyl transferase, N-terminal; (InterPro:IPR002376)"
Solyc08g078500,7,NA,"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT5G47440.1); similar to hypothetical protein 40.t00010 [Brassica oleracea] (GB:ABD65135.1); similar to hypothetical protein 31.t00035 [Brassica oleracea] (GB:ABD65121.1); contains InterPro domain Pleckstrin-like, plant; (InterPro:IPR013666); contains InterPro domain Pleckstrin-like; (InterPro:IPR001849); contains InterPro domain Protein of unknown function DUF828, plant; (InterPro:IPR008546)"
Solyc08g079730,7,NA,"MATE efflux family protein; similar to ZF14, transporter [Arabidopsis thaliana] (TAIR:AT1G58340.1); similar to Multi antimicrobial extrusion protein MatE [Medicago truncatula] (GB:ABE90557.1); similar to Os03g0858800 [Oryza sativa (japonica cultivar-group)] (GB:NP_001051964.1); contains InterPro domain Multi antimicrobial extrusion protein MatE; (InterPro:IPR002528)"
Solyc08g081030,7,NA,"haloacid dehalogenase-like hydrolase family protein; similar to haloacid dehalogenase-like hydrolase family protein [Arabidopsis thaliana] (TAIR:AT3G10970.1); similar to Histidine acid phosphatase; HAD-superfamily hydrolase subfamily IA, variant 3 [Medicago truncatula] (GB:ABE92120.1); contains InterPro domain Haloacid dehalogenase-like hydrolase; (InterPro:IPR005834)"
Solyc08g082610,7,NA,NA
Solyc09g008200,7,NA,NA
Solyc09g014380,7,AUX1,Encodes an auxin influx transporter.  AUX1 resides at the apical plasma membrane of protophloem cells and at highly dynamic subpopulations of Golgi apparatus and endosomes in all cell types.  AUX1 action in the lateral root cap and/or epidermal cells influences lateral root initiation and positioning.
Solyc09g056385,7,NA,NA
Solyc09g056390,7,NA,NA
Solyc09g059250,7,NA,NA
Solyc09g061750,7,NA,similar to unknown protein [Arabidopsis thaliana] (TAIR:AT3G25910.1); similar to Pm27 [Prunus mume] (GB:BAE48661.1); similar to OSIGBa0131J24.4 [Oryza sativa (indica cultivar-group)] (GB:CAH65926.1); similar to OSJNBa0027H09.16 [Oryza sativa (japonica cultivar-group)] (GB:CAE03816.2); contains InterPro domain Protein of unknown function DUF1644; (InterPro:IPR012866)
Solyc09g065910,7,NA,NA
Solyc09g075980,7,NA,NA
Solyc09g082830,7,AGO10,"Translation initiation factor. Required to establish the central-peripheral organization of the embryo apex. Along with WUS and CLV genes, controls the relative organization of central zone and peripheral zone cells in meristems."
Solyc09g097790,7,NA,NA
Solyc10g006860,7,NA,short-chain dehydrogenase/reductase (SDR) family protein; similar to short-chain dehydrogenase/reductase (SDR) family protein [Arabidopsis thaliana] (TAIR:AT3G55290.1); similar to putative short-chain type alcohol dehydrogenase [Solanum tuberosum] (GB:AAN32641.1); contains InterPro domain Short-chain dehydrogenase/reductase SDR; (InterPro:IPR002198); contains InterPro domain Glucose/ribitol dehydrogenase; (InterPro:IPR002347)
Solyc10g007600,7,NA,"(S)-2-hydroxy-acid oxidase, peroxisomal, putative / glycolate oxidase, putative / short chain alpha-hydroxy acid oxidase, putative; Identical to Probable peroxisomal (S)-2-hydroxy-acid oxidase 2 (EC 1.1.3.15) (Glycolate oxidase 2) (GOX 2) (Short chain alpha-hydroxy acid oxidase 2) [Arabidopsis Thaliana] (GB:Q9LRR9;GB:Q8VZA4;GB:Q944K6); similar to (S)-2-hydroxy-acid oxidase, peroxisomal, putative / glycolate oxidase, putative / short chain alpha-hydroxy acid oxidase, putative [Arabidopsis thaliana] (TAIR:AT3G14415.1); similar to (S)-2-hydroxy-acid oxidase (EC 1.1.3.15) - cucurbit (GB:T10242); similar to glycolate oxidase [Mesembryanthemum crystallinum] (GB:AAB40396.1); similar to glycolate oxidase [Brassica napus] (GB:AAV28535.1); contains InterPro domain FMN/related compound-binding core; (InterPro:IPR003009); contains InterPro domain FMN-dependent alpha-hydroxy acid dehydrogenase; (InterPro:IPR000262); contains InterPro domain FMN-dependent alpha-hydroxy acid dehydrogenase, active site; (InterPro:IPR008259)"
Solyc10g008980,7,APE2,mutant has Altered acclimation responses; Chloroplast Triose Phosphate Translocator
Solyc10g009360,7,NA,NA
Solyc10g044470,7,ATCLC-C,member of Anion channel protein family
Solyc10g045240,7,BGLU17,"glycosyl hydrolase family 1 protein; similar to glycosyl hydrolase family 1 protein [Arabidopsis thaliana] (TAIR:AT2G44450.1); similar to Glycoside hydrolase, family 1 [Medicago truncatula] (GB:ABE86373.1); contains InterPro domain 6-phospho-beta-galactosidase, eukaryotic; (InterPro:IPR011580); contains InterPro domain Glycoside hydrolase, family 1; (InterPro:IPR001360)"
Solyc10g045380,7,NA,"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT2G44230.1); similar to unknown protein [Arabidopsis thaliana] (TAIR:AT3G01880.1); similar to unknown protein [Arabidopsis thaliana] (TAIR:AT3G01870.1); similar to Protein of unknown function DUF946, plant [Medicago truncatula] (GB:ABE82110.1); contains InterPro domain Protein of unknown function DUF946, plant; (InterPro:IPR009291)"
Solyc10g047930,7,NA,NA
Solyc10g055260,7,LAX2,"amino acid permease, putative; Identical to Auxin transporter-like protein 2 (AUX1-like protein 2) (LAX2) [Arabidopsis Thaliana] (GB:Q9S836); similar to amino acid permease, putative [Arabidopsis thaliana] (TAIR:AT5G01240.1); similar to AUX1 (AUXIN RESISTANT 1), amino acid permease/ transporter [Arabidopsis thaliana] (TAIR:AT2G38120.1); similar to amino acid permease, putative [Arabidopsis thaliana] (TAIR:AT1G77690.1); similar to Auxin transporter-like protein 5 (AUX1-like protein 5) (MtLAX5) (GB:Q8L883); similar to putative AUX1-like permease [Populus tremula x Populus tremuloides] (GB:AAK58522.1); similar to Auxin transporter-like protein 3 (AUX1-like protein 3) (MtLAX3) (GB:Q9FEL6); contains InterPro domain RuvA-like, C-terminal; (InterPro:IPR011132); contains InterPro domain Amino acid/polyamine transporter II; (InterPro:IPR002422); contains InterPro domain Amino acid transporter, transmembrane; (InterPro:IPR013057)"
Solyc10g075110,7,ATLTP1,Non-specific lipid transfer protein. Binds calmodulin in a Ca2+-independent manner. Localized to the cell wall. Specifically expressed in L1 epidermal layer.
Solyc10g076290,7,NA,"F-box family protein (FBL3); similar to F-box family protein [Arabidopsis thaliana] (TAIR:AT5G27920.1); similar to Leucine Rich Repeat family protein, expressed [Oryza sativa (japonica cultivar-group)] (GB:ABA91133.1); similar to Os12g0108500 [Oryza sativa (japonica cultivar-group)] (GB:NP_001065951.1); contains InterPro domain Leucine-rich repeat, cysteine-containing subtype; (InterPro:IPR006553); contains InterPro domain Cyclin-like F-box; (InterPro:IPR001810); contains InterPro domain Leucine-rich repeat; (InterPro:IPR001611); contains InterPro domain Leucine-rich repeat, cysteine-containing; (InterPro:IPR007089)"
Solyc10g078580,7,NA,NA
Solyc10g079710,7,NA,"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT5G04090.2); similar to unknown protein [Oryza sativa (japonica cultivar-group)] (GB:BAD10374.1); similar to Os02g0137100 [Oryza sativa (japonica cultivar-group)] (GB:NP_001045827.1); contains InterPro domain Conserved hypothetical protein 1589, plant; (InterPro:IPR006476)"
Solyc10g084560,7,NA,NA
Solyc11g012360,7,ATSDAT,Encodes a tonoplast malate/fumarate transporter.
Solyc11g032120,7,NA,NA
Solyc11g044470,7,NA,"RNA recognition motif (RRM)-containing protein; similar to RNA recognition motif (RRM)-containing protein [Arabidopsis thaliana] (TAIR:AT1G22910.2); similar to Os01g0876800 [Oryza sativa (japonica cultivar-group)] (GB:NP_001044971.1); similar to Os01g0958500 [Oryza sativa (japonica cultivar-group)] (GB:NP_001045454.1); similar to RNA-binding re (GB:ABE82599.1); contains InterPro domain Nucleotide-binding, alpha-beta plait; (InterPro:IPR012677); contains InterPro domain RNA-binding region RNP-1 (RNA recognition motif); (InterPro:IPR000504)"
Solyc11g045310,7,NA,NA
Solyc11g062440,7,NA,"L-ascorbate oxidase/ copper ion binding; similar to L-ascorbate oxidase, putative [Arabidopsis thaliana] (TAIR:AT5G21100.1); similar to ascorbate oxidase [Brassica juncea] (GB:AAF20933.1); similar to ascorbate oxidase [Brassica juncea] (GB:AAF20931.1); similar to ascorbate oxidase [Brassica juncea] (GB:AAF20932.1); contains InterPro domain Multicopper oxidase, copper-binding site; (InterPro:IPR002355); contains InterPro domain Cupredoxin; (InterPro:IPR008972); contains InterPro domain Multicopper oxidase, type 3; (InterPro:IPR011707); contains InterPro domain Multicopper oxidase, type 2; (InterPro:IPR011706); contains InterPro domain Multicopper oxidase, type 1; (InterPro:IPR001117)"
Solyc11g066820,7,ATCSLA02,encodes a beta-mannan synthase based on in vitro enzyme assays from heterologously expressed protein
Solyc11g069990,7,NA,NA
Solyc12g007100,7,NA,"AAA-type ATPase family protein / ankyrin repeat family protein; similar to ankyrin repeat family protein [Arabidopsis thaliana] (TAIR:AT4G19150.1); similar to probable CbbX protein [Sinorhizobium meliloti 1021] (GB:NP_436729.1); similar to Os02g0266300 [Oryza sativa (japonica cultivar-group)] (GB:NP_001046505.1); contains InterPro domain Ankyrin; (InterPro:IPR002110); contains InterPro domain AAA ATPase; (InterPro:IPR003593); contains InterPro domain CbxX/CfqX; (InterPro:IPR000641); contains InterPro domain AAA ATPase, central region; (InterPro:IPR003959)"
Solyc12g008640,7,GGT3,"The gene encodes a gamma-glutamyltransferase (AKA gamma-glutamyl transpeptidase, EC 2.3.2.2) that is located in the vacuole and is most active in roots. The encoded enzyme is involved in the initial degradation of glutathione conjugates in this cell compartment. It is also induced by xenobiotics and contributes to xenobiotics metabolism."
Solyc12g015690,7,NA,NA
Solyc12g044410,7,ATHB-15,Member of the class III HD-ZIP protein family. Contains homeodomain and leucine zipper domain. Critical for vascular development and negatively regulates vascular cell differentiation.
Solyc12g044610,7,NA,"myb family transcription factor; similar to myb family transcription factor [Arabidopsis thaliana] (TAIR:AT5G47390.1); similar to MYB transcription factor MYB52 [Glycine max] (GB:ABH02825.1); contains InterPro domain Homeodomain-related; (InterPro:IPR012287); contains InterPro domain Homeodomain-like; (InterPro:IPR009057); contains InterPro domain Myb-like DNA-binding region, SHAQKYF class; (InterPro:IPR006447); contains InterPro domain Myb, DNA-binding; (InterPro:IPR001005); contains InterPro domain Zinc finger, CCHC-type; (InterPro:IPR001878)"
Solyc12g056710,7,NA,NA
Solyc12g087893,7,NA,NA
