ITAG	logFC	logCPM	LR	PValue	FDR	SGN_annotation	AGI	symbol	gene_name	X..identity	alignment.length	e.value	bit.score	percent.query.align
Solyc03g019670	0.79479174	4.278501761	13.06220395	0.000301315	0.029822223	Phosphoesterase family protein (AHRD V1 ***- D7LEV5_ARALY); contains Interpro domain(s)  IPR007312  Phosphoesterase 	AT3G48610	NPC6	phosphoesterase family protein; similar to phosphoesterase family protein [Arabidopsis thaliana] (TAIR:AT1G07230.1); similar to putative phospholipase [Oryza sativa] (GB:AAK82449.1); contains InterPro domain Phosphoesterase; (InterPro:IPR007312)	76.5	515	0	790	96.76806084
Solyc03g019790	1.11857436	4.113639001	12.59406114	0.000386974	0.034889982	Alpha-galactosidase (AHRD V1 **** Q9SP05_SOLLC); contains Interpro domain(s)  IPR013785  Aldolase-type TIM barrel 	AT5G08370	AGAL2	"ATAGAL2 (ARABIDOPSIS THALIANA ALPHA-GALACTOSIDASE 2); alpha-galactosidase; similar to ATAGAL1 (ARABIDOPSIS THALIANA ALPHA-GALACTOSIDASE 1), alpha-galactosidase [Arabidopsis thaliana] (TAIR:AT5G08380.1); similar to acid alpha galactosidase 2 [Cucumis sativus] (GB:ABC88435.1); contains InterPro domain Glycoside hydrolase, family 27; (InterPro:IPR002241); contains InterPro domain Glycoside hydrolase, clan GH-D; (InterPro:IPR000111)"	70.54	387	1.00E-166	582	94.14634146
Solyc03g020040	3.287010235	3.510723394	17.06892896	3.60E-05	0.007275219	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc03g034370	2.004491125	0.986842802	16.34299148	5.29E-05	0.009530239	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc03g034375	2.053331779	1.159053651	17.75007763	2.52E-05	0.005783943	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc03g044060	1.002254967	3.626315745	12.09000387	0.000506929	0.042100668	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc03g044150	1.258970787	6.107284205	15.92773911	6.58E-05	0.011247756	"Subtilisin-like protease (AHRD V1 ***- A9XG40_TOBAC); contains Interpro domain(s)  IPR015500  Peptidase S8, subtilisin-related "	AT5G67360	ARA12	subtilisin-like protease that has been  located in stem and siliques but not roots.	73.53	748	0	1035	96.50259067
Solyc03g044155	0.98080053	4.413317361	12.23204775	0.000469756	0.039894419	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc03g044300	-1.463134509	2.328730635	12.86798273	0.000334252	0.032233865	"AP2-like ethylene-responsive transcription factor At1g16060 (AHRD V1 *-*- AP2L1_ARATH); contains Interpro domain(s)  IPR001471  Pathogenesis-related transcriptional factor and ERF, DNA-binding "	AT4G36920	AP2	"Encodes a floral homeotic gene, a member of the AP2/EREBP (ethylene responsive element binding protein) class of transcription factors and is involved in the specification of floral organ identity, establishment of floral meristem identity, suppression of floral meristem indeterminancy, and development of the ovule and seed coat. AP2 also has a role in controlling seed mass. Dominant negative allele I28, revealed a function in meristem maintenance-mutant meristems are smaller than normal siblings. AP2 appears to act on the WUS-CLV pathway in an AG independent manner."	53.64	453	1.00E-97	353	99.50248756
Solyc03g044510	1.489205593	3.111270982	32.35723374	1.28E-08	8.86E-05	Unknown Protein (AHRD V1)	AT2G15730	NA	similar to unknown protein [Arabidopsis thaliana] (TAIR:AT4G34420.1); similar to At2g15730 [Medicago truncatula] (GB:ABE83382.1); contains domain P-loop containing nucleoside triphosphate hydrolases (SSF52540)	65.2	342	3.00E-136	481	99.41348974
Solyc03g044820	-1.702642613	3.176432161	13.0969622	0.000295775	0.029495716	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc03g059270	3.202401002	1.17847376	15.38619565	8.76E-05	0.013731742	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc03g071690	2.366402947	2.365990631	14.50873655	0.000139511	0.018841657	Non-symbiotic hemoglobin 2 (AHRD V1 **-- D7L8Z8_ARALY); contains Interpro domain(s)  IPR001032  Leghaemoglobin 	AT3G10520	AHB2	class 2 non-symbiotic hemoglobin	72.54	142	1.00E-59	224	89.8089172
Solyc03g078405	-1.495284689	5.896321529	12.04902655	0.000518194	0.042368019	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc03g080100	1.514944487	2.964837888	12.20609508	0.000476336	0.040323173	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc03g081260	2.258440147	4.260588666	25.35187345	4.78E-07	0.000339895	"Subtilisin-like protease-like protein (AHRD V1 **-- Q9T0B5_ARATH); contains Interpro domain(s)  IPR015500  Peptidase S8, subtilisin-related "	AT1G32960	ATSBT3.3	"subtilase family protein; similar to subtilase family protein [Arabidopsis thaliana] (TAIR:AT1G32950.1); similar to subtilase family protein [Arabidopsis thaliana] (TAIR:AT4G10540.1); similar to subtilase family protein [Arabidopsis thaliana] (TAIR:AT1G32940.1); similar to Os09g0530800 [Oryza sativa (japonica cultivar-group)] (GB:NP_001063751.1); similar to Protease-associated PA; Proteinase inhibitor I9, subtilisin propeptide [Medicago truncatula] (GB:ABE90461.1); contains InterPro domain Protease-associated PA; (InterPro:IPR003137); contains InterPro domain Peptidase S8 and S53, subtilisin, kexin, sedolisin; (InterPro:IPR000209); contains InterPro domain Proteinase inhibitor I9, subtilisin propeptide; (InterPro:IPR010259); contains InterPro domain Proteinase inhibitor, propeptide; (InterPro:IPR009020)"	56.28	741	0	811	99.04502046
Solyc03g083720	1.338330667	3.135255531	14.42325184	0.000145989	0.019217209	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc03g093360	1.300141312	4.81969874	14.81109522	0.000118834	0.016820163	"Wound/stress protein (AHRD V1 **-- Q672Q3_SOLLC); contains Interpro domain(s)  IPR001024  Lipoxygenase, LH2 "	AT4G39730	NA	"lipid-associated family protein; similar to lipid-associated family protein [Arabidopsis thaliana] (TAIR:AT2G22170.1); similar to dehydration stress-induced protein [Brassica napus] (GB:AAK01359.1); contains InterPro domain Lipoxygenase, LH2; (InterPro:IPR001024); contains InterPro domain Lipase/lipooxygenase, PLAT/LH2; (InterPro:IPR008976)"	52.87	157	5.00E-44	173	86.11111111
Solyc03g095490	1.053463065	4.624226558	14.31048404	0.000154999	0.020003257	"Receptor like kinase, RLK"	AT5G58300	NA	"leucine-rich repeat transmembrane protein kinase, putative; similar to leucine-rich repeat transmembrane protein kinase, putative [Arabidopsis thaliana] (TAIR:AT3G08680.2); similar to leucine-rich repeat transmembrane protein kinase, putative [Arabidopsis thaliana] (TAIR:AT5G05160.1); similar to Os01g0819100 [Oryza sativa (japonica cultivar-group)] (GB:NP_001044637.1); similar to putative receptor-like protein kinase [Oryza sativa (japonica cultivar-group)] (GB:BAB62593.1); similar to Os05g0480400 [Oryza sativa (japonica cultivar-group)] (GB:NP_001055854.1); contains InterPro domain Protein kinase-like; (InterPro:IPR011009); contains InterPro domain Leucine-rich repeat; (InterPro:IPR001611); contains InterPro domain Protein kinase; (InterPro:IPR000719); contains InterPro domain Leucine-rich repeat, plant specific; (InterPro:IPR007090); contains InterPro domain Leucine rich repeat, N-terminal; (InterPro:IPR013210)"	58.96	636	0	740	98.89937107
Solyc03g095970	1.968577136	2.808214531	17.82219132	2.43E-05	0.005701159	3-beta hydroxysteroid dehydrogenase (AHRD V1 ***- Q5Q1I5_9LAMI); contains Interpro domain(s)  IPR002347  Glucose/ribitol dehydrogenase 	AT2G47140	NA	short-chain dehydrogenase/reductase (SDR) family protein; similar to short-chain dehydrogenase/reductase (SDR) family protein [Arabidopsis thaliana] (TAIR:AT2G47130.1); similar to 3-beta hydroxysteroid dehydrogenase [Di (GB:AAV68714.1); contains InterPro domain Short-chain dehydrogenase/reductase SDR; (InterPro:IPR002198); contains InterPro domain Glucose/ribitol dehydrogenase; (InterPro:IPR002347)	55.78	251	3.00E-81	298	95.76923077
Solyc03g096460	1.668577557	3.761352126	24.92681931	5.95E-07	0.00041256	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc03g096660	-2.221747111	7.80474395	17.36229216	3.09E-05	0.006690236	Dehydrogenase/reductase SDR family member 4 (AHRD V1 **-* DHRS4_RAT); contains Interpro domain(s)  IPR002347  Glucose/ribitol dehydrogenase 	AT5G06060	NA	"tropinone reductase, putative / tropine dehydrogenase, putative; similar to tropinone reductase, putative / tropine dehydrogenase, putative [Arabidopsis thaliana] (TAIR:AT2G29290.1); similar to Tropinone reductase, putative, expressed [Oryza sativa (japonica cultivar-group)] (GB:ABF95188.1); contains InterPro domain Short-chain dehydrogenase/reductase SDR; (InterPro:IPR002198); contains InterPro domain Glucose/ribitol dehydrogenase; (InterPro:IPR002347)"	70.59	170	1.00E-69	258	86.2244898
Solyc03g098300	1.144214425	3.216754662	23.28978825	1.39E-06	0.000815188	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc03g111710	1.057948239	6.129859662	11.97356868	0.000539605	0.043711325	"Speckle-type POZ protein (AHRD V1 *--- SPOP_XENTR); contains Interpro domain(s)  IPR000197  Zinc finger, TAZ-type "	AT5G63160	BT1	"BT1 (BTB and TAZ domain protein 1); protein binding / transcription regulator; similar to BT2 (BTB and TAZ domain protein 2), protein binding / transcription regulator [Arabidopsis thaliana] (TAIR:AT3G48360.1); similar to hypothetical protein [Trifolium pratense] (GB:BAE71259.1); contains InterPro domain Zinc finger, TAZ-type; (InterPro:IPR000197); contains InterPro domain BTB; (InterPro:IPR000210); contains InterPro domain BTB/POZ; (InterPro:IPR013069)"	65.36	306	6.00E-104	374	84.97109827
Solyc03g112630	0.874852142	6.219107032	13.24384389	0.000273477	0.02801485	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc03g114290	1.352677729	3.818952005	14.11984203	0.000171525	0.021587604	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc03g116740	1.0338795	5.917462003	11.54535133	0.000679189	0.049802452	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc03g119060	2.125808868	6.02175357	30.04422743	4.22E-08	9.84E-05	"Alpha-dioxygenase 2 (AHRD V1 **-- Q5WM33_SOLLC); contains Interpro domain(s)  IPR002007  Haem peroxidase, animal "	AT1G73680	ALPHA	"pathogen-responsive alpha-dioxygenase, putative; similar to ALPHA-DOX1 (ALPHA-DIOXYGENASE 1) [Arabidopsis thaliana] (TAIR:AT3G01420.1); similar to TPA: TPA_exp: alpha-dioxygenase 3 [Lycopersicon esculentum] (GB:DAA01542.1); similar to alpha-dioxygenase 2 [Solanum lycopersicum] (GB:CAH64542.1); similar to alpha-DOX2 [Lycopersicon esculentum] (GB:AAR05647.1); contains InterPro domain Animal haem peroxidase; (InterPro:IPR002007); contains InterPro domain Haem peroxidase; (InterPro:IPR010255)"	72.11	631	0	937	99.52606635
Solyc03g119080	1.144961045	5.240881034	19.78636862	8.66E-06	0.002664819	"Beta-glucosidase (AHRD V1 **** D7L7Z3_ARALY); contains Interpro domain(s)  IPR001360  Glycoside hydrolase, family 1 "	AT3G18080	BGLU44	"glycosyl hydrolase family 1 protein; similar to glycosyl hydrolase family 1 protein [Arabidopsis thaliana] (TAIR:AT3G18070.1); similar to beta-mannosidase enzyme [Lycopersicon esculentum] (GB:AAL37714.1); similar to beta-mannosidase 3 [Oncidium Gower Ramsey] (GB:ABC55716.1); similar to beta-mannosidase 2 [Oncidium Gower Ramsey] (GB:ABC55717.1); contains InterPro domain 6-phospho-beta-galactosidase, eukaryotic; (InterPro:IPR011580); contains InterPro domain Glycoside hydrolase, family 1; (InterPro:IPR001360)"	77.23	483	0	793	93.39805825
Solyc03g121900	1.246421357	5.18793045	13.37336697	0.000255223	0.027425508	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc04g005910	1.882986053	4.025600728	21.4443424	3.64E-06	0.001712426	"Receptor like kinase, RLK"	AT3G25560	NIK2	"NIK2 (NSP-INTERACTING KINASE 2); protein kinase; similar to leucine-rich repeat family protein / protein kinase family protein [Arabidopsis thaliana] (TAIR:AT2G23950.1); similar to NIK1 (NSP-INTERACTING KINASE 1), kinase [Arabidopsis thaliana] (TAIR:AT5G16000.1); similar to NIK3 (NSP-INTERACTING KINASE 3), kinase [Arabidopsis thaliana] (TAIR:AT1G60800.1); similar to hypothetical protein [Cleome spinosa] (GB:ABD96908.1); similar to leucine-rich repeat receptor-like kinase [Populus tomentosa] (GB:ABG73621.1); similar to hypothetical protein [Cleome spinosa] (GB:ABD96874.1); contains InterPro domain Protein kinase-like; (InterPro:IPR011009); contains InterPro domain Leucine-rich repeat; (InterPro:IPR001611); contains InterPro domain Protein kinase; (InterPro:IPR000719); contains InterPro domain Leucine-rich repeat, plant specific; (InterPro:IPR007090); contains InterPro domain Serine/threonine protein kinase, active site; (InterPro:IPR008271); contains InterPro domain Leucine rich repeat, N-terminal; (InterPro:IPR013210)"	75.7	605	0	906	96.61835749
Solyc04g006960	1.14264254	1.876459115	14.50705752	0.000139635	0.018841657	ABC transporter G family member 14 (AHRD V1 ***- AB14G_ARATH); contains Interpro domain(s)  IPR013525  ABC-2 type transporter 	AT3G25620	NA	ABC transporter family protein; Identical to White-brown complex homolog protein 21 (WBC21) [Arabidopsis Thaliana] (GB:Q7XA72;GB:Q9LI82); similar to ABC transporter family protein [Arabidopsis thaliana] (TAIR:AT1G31770.1); similar to ABC transporter-like protein [Brassica rapa] (GB:ABB97034.1); contains InterPro domain AAA ATPase; (InterPro:IPR003593); contains InterPro domain ABC transporter related; (InterPro:IPR003439)	67.59	651	0	838	95.56213018
Solyc04g007200	-1.51322552	2.286324353	28.18140364	1.10E-07	0.000145485	Tol-pal system-associated acyl-CoA thioesterase (AHRD V1 **** C6E6Z6_GEOSM); contains Interpro domain(s)  IPR006683  Thioesterase superfamily 	AT1G68260	NA	thioesterase family protein; similar to thioesterase-related [Arabidopsis thaliana] (TAIR:AT1G68280.1); similar to Thioesterase superfamily [Medicago truncatula] (GB:ABE93263.1); contains InterPro domain Thioesterase superfamily; (InterPro:IPR006683)	63.31	169	2.00E-60	228	81.95121951
Solyc04g007795	0.940819135	2.890063236	12.19186963	0.000479983	0.040501603	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc04g007870	1.237322284	5.719501505	13.50648768	0.00023774	0.026188216	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc04g008480	-0.769024227	4.326631796	11.66475713	0.000636953	0.048202631	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc04g014360	1.440837284	3.893815483	15.91587155	6.62E-05	0.011247756	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc04g014600	1.218823739	3.501733935	20.02826163	7.63E-06	0.002449889	Universal stress protein family protein (AHRD V1 ***- D7L0F0_ARALY); contains Interpro domain(s)  IPR006016  UspA 	AT3G03270	NA	universal stress protein (USP) family protein / early nodulin ENOD18 family protein; similar to universal stress protein (USP) family protein [Arabidopsis thaliana] (TAIR:AT3G53990.1); similar to Universal stress protein (Usp) [Medicago truncatula] (GB:ABE83259.1); contains InterPro domain Universal stress protein (Usp); (InterPro:IPR006015); contains InterPro domain UspA; (InterPro:IPR006016)	66.67	159	7.00E-45	176	96.93251534
Solyc04g015020	1.011259063	3.708578209	18.95476828	1.34E-05	0.003830416	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc04g015590	1.077823655	2.673163006	12.70415496	0.000364844	0.033940807	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc04g015600	0.933096764	3.004275996	12.05592655	0.00051628	0.042342986	"Receptor like kinase, RLK"	AT2G41820	NA	"leucine-rich repeat transmembrane protein kinase, putative; similar to leucine-rich repeat transmembrane protein kinase, putative [Arabidopsis thaliana] (TAIR:AT2G33170.1); similar to Os07g0207100 [Oryza sativa (japonica cultivar-group)] (GB:NP_001059157.1); similar to putative LRR receptor-like kinase 2 [Oryza sativa (japonica cultivar-group)] (GB:BAC83241.1); contains InterPro domain Protein kinase-like; (InterPro:IPR011009); contains InterPro domain Leucine-rich repeat; (InterPro:IPR001611); contains InterPro domain Protein kinase; (InterPro:IPR000719); contains InterPro domain Tyrosine protein kinase; (InterPro:IPR001245); contains InterPro domain Leucine-rich repeat, plant specific; (InterPro:IPR007090)"	68.69	888	0	1148	99.10614525
Solyc04g050440	2.687547079	2.303664118	25.5445623	4.32E-07	0.000339895	Ammonium transporter (AHRD V1 **** B9IPE2_POPTR); contains Interpro domain(s)  IPR001905  Ammonium transporter 	AT1G64780	AMT1;2	encodes an ammonium transporter gene	81.5	481	0	664	92.23300971
Solyc04g050862	-2.103892251	1.592878639	20.64276441	5.53E-06	0.002142784	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc04g058150	1.394467041	2.868810799	17.6105217	2.71E-05	0.006048168	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc04g064763	1.184665604	3.195721343	28.69521831	8.47E-08	0.000123902	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc04g071360	1.324320862	4.278591367	12.44889058	0.00041824	0.036703363	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc04g071540	0.900235406	4.749458357	11.64802603	0.000642707	0.048482942	"Sterol 3-beta-glucosyltransferase (AHRD V1 **** B6SKE1_MAIZE); contains Interpro domain(s)  IPR004276  Glycosyl transferase, family 28 "	AT1G43620	TT15	"UDP-glucose:sterol glucosyltransferase, putative; similar to UDP-glucose:sterol glucosyltransferase (UGT80A2) [Arabidopsis thaliana] (TAIR:AT3G07020.1); similar to Os01g0867600 [Oryza sativa (japonica cultivar-group)] (GB:NP_001044914.1); similar to sterol glucosyltransferase [Withania somnifera] (GB:ABC96116.1); contains InterPro domain UDP-glucuronosyl/UDP-glucosyltransferase; (InterPro:IPR002213); contains InterPro domain Glycosyl transferase, family 28; (InterPro:IPR004276)"	71.16	586	0	822	90.37267081
Solyc04g071615	1.745661858	4.087392289	23.24439641	1.43E-06	0.000816512	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc04g071900	1.033985444	5.956665931	11.92689266	0.000553294	0.044170724	"Peroxidase (AHRD V1 **** Q94IQ1_TOBAC); contains Interpro domain(s)  IPR002016  Haem peroxidase, plant/fungal/bacterial "	AT1G71695	NA	"peroxidase 12 (PER12) (P12) (PRXR6); Identical to Peroxidase 12 precursor (EC 1.11.1.7) (Atperox P12) (PRXR6) (ATP4a) (PER12) [Arabidopsis Thaliana] (GB:Q96520;GB:Q43734); similar to peroxidase, putative [Arabidopsis thaliana] (TAIR:AT4G08770.1); similar to peroxidase [Nicotiana tabacum] (GB:AAK52084.1); contains InterPro domain Haem peroxidase; (InterPro:IPR010255); contains InterPro domain Haem peroxidase, plant/fungal/bacterial; (InterPro:IPR002016); contains InterPro domain Plant peroxidase; (InterPro:IPR000823)"	68.2	305	5.00E-121	431	86.36363636
Solyc04g072030	1.901653004	4.255096203	29.23393692	6.41E-08	0.000112584	Interferon-induced GTP-binding protein Mx (Fragment) (AHRD V1 *--- MX_PERFL); contains Interpro domain(s)  IPR015577  Interferon-induced Mx protein 	AT1G60500	DRP4C	dynamin family protein; similar to dynamin family protein [Arabidopsis thaliana] (TAIR:AT1G60530.1); similar to OSIGBa0103I21.1 [Oryza sativa (indica cultivar-group)] (GB:CAH65868.1); similar to Os03g0260000 [Oryza sativa (japonica cultivar-group)] (GB:NP_001049617.1); similar to Dynamin central re (GB:ABE80642.1); contains InterPro domain Dynamin GTPase effector; (InterPro:IPR003130); contains InterPro domain Dynamin central region; (InterPro:IPR000375); contains InterPro domain Dynamin; (InterPro:IPR001401)	59.22	618	0	715	90.82840237
Solyc04g072780	1.186240065	3.380225157	32.26260932	1.35E-08	8.86E-05	Genomic DNA chromosome 5 TAC clone K14A3 (AHRD V1 *--- Q9FGQ9_ARATH); contains Interpro domain(s)  IPR007650  Protein of unknown function DUF581 	AT1G22160	NA	senescence-associated protein-related; similar to senescence-associated protein-related [Arabidopsis thaliana] (TAIR:AT1G78020.1); similar to 80C09_23 [Brassica rapa subsp. pekinensis] (GB:AAZ41834.1); contains InterPro domain Protein of unknown function DUF581; (InterPro:IPR007650)	51.13	133	6.00E-25	110	76.92307692
Solyc04g072785	0.856996614	2.593611677	21.62818664	3.31E-06	0.001591783	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc04g073950	1.278608617	2.540053087	20.5114121	5.93E-06	0.002198	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc04g073990	1.226250118	3.812985893	20.03623126	7.60E-06	0.002449889	"Annexin (AHRD V1 ***- Q42657_CAPAN); contains Interpro domain(s)  IPR009118  Annexin, type plant "	AT1G35720	ANNAT1	"Encodes a member of the annexin gene family, a diverse, multigene family of calcium-dependent, membrane-binding proteins. The protein was determined to have peroxidase activity. This activity is thought to be dependent on the presence of post-translational modifications (most likely phosphorylation). The protein was shown to be present as a mixture of monomer and homodimer. The homodimerization seems to be dependent on the presence of Ca2+ or H2O2. The dimerization was prevented by the addition of DTT, &#946;-mercaptoethanol and TCEP. Annat1 mRNA is expressed in flowers, roots,leaves and stems and is most abundant in stems. mRNA levels are increased in response to oxidative stress.  Developmental expression patterns suggest a role in Golgi-mediated polysaccharide secretion."	66.14	316	1.00E-122	436	99.04761905
Solyc04g074390	1.18877197	3.046950767	13.49285676	0.000239473	0.026204562	UDP-glucuronosyltransferase (AHRD V1 **-* Q5UB81_ARATH); contains Interpro domain(s)  IPR002213  UDP-glucuronosyl/UDP-glucosyltransferase 	AT1G22360	AtUGT85A2	"UDP-glucoronosyl/UDP-glucosyl transferase family protein; similar to UDP-glucoronosyl/UDP-glucosyl transferase family protein [Arabidopsis thaliana] (TAIR:AT1G22340.1); similar to transcription factor/ transferase, transferring glycosyl groups [Arabidopsis thaliana] (TAIR:AT1G22380.1); similar to UGT85A1 (UDP-glucosyl transferase 85A1), UDP-glycosyltransferase/ transferase, transferring glycosyl groups / transferase, transferring hexosyl groups [Arabidopsis thaliana] (TAIR:AT1G22400.1); similar to glycosyltransferase NTGT5b [Nicotiana tabacum] (GB:BAD93690.1); similar to glycosyltransferase NTGT5a [Nicotiana tabacum] (GB:BAD93689.1); contains InterPro domain UDP-glucuronosyl/UDP-glucosyltransferase; (InterPro:IPR002213)"	62.08	480	5.00E-175	610	98.3436853
Solyc04g076030	1.153045212	6.447264589	16.09074758	6.04E-05	0.010527018	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc04g077330	-0.803728984	5.628170526	12.58316266	0.000389237	0.034974251	Receptor protein kinase (AHRD V1 **** Q40096_IPOTF); contains Interpro domain(s)  IPR002290  Serine/threonine protein kinase 	AT4G27300	NA	"S-locus protein kinase, putative; similar to ARK1 (A. THALIANA RECEPTOR KINASE I), kinase [Arabidopsis thaliana] (TAIR:AT1G65790.1); similar to S-locus protein kinase, putative [Arabidopsis thaliana] (TAIR:AT4G27290.1); similar to ARK3 (Arabidopsis Receptor Kinase 3), kinase [Arabidopsis thaliana] (TAIR:AT4G21380.1); similar to Protein kinase; S-locus glycoprotein; Curculin-like (mannose-binding) lectin; Apple-like [Medicago truncatula] (GB:ABE82224.1); similar to Protein kinase; S-locus glycoprotein; Curculin-like (mannose-binding) lectin; Apple-like [Medicago truncatula] (GB:ABE82222.1); similar to EGF-like, subtype 2; S-locus glycoprotein; Curculin-like (mannose-binding) lectin; Apple-like; Serine/threonine protein kinase, active site [Medicago truncatula] (GB:ABE86763.1); contains InterPro domain Apple-like; (InterPro:IPR003609); contains InterPro domain S-locus glycoprotein; (InterPro:IPR000858); contains InterPro domain Curculin-like (mannose-binding) lectin; (InterPro:IPR001480); contains InterPro domain Protein kinase-like; (InterPro:IPR011009); contains InterPro domain PAN-like, type 2; (InterPro:IPR013227); contains InterPro domain Protein kinase; (InterPro:IPR000719); contains InterPro domain Serine/threonine protein kinase, active site; (InterPro:IPR008271)"	64.01	339	2.00E-122	435	83.54114713
Solyc04g077990	0.934469483	2.832319736	21.61900133	3.33E-06	0.001591783	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc04g078770	0.762246273	3.565388454	13.31352021	0.000263499	0.027692142	"Heat stress transcription factor (AHRD V1 *-*- D4QAU8_CARPA); contains Interpro domain(s)  IPR000232  Heat shock factor (HSF)-type, DNA-binding "	AT1G46264	AT-HSFB4	member of Heat Stress Transcription Factor (Hsf) family	51.69	385	5.00E-82	301	99.16897507
Solyc04g079340	1.067310746	4.441453533	13.31741063	0.000262953	0.027692142	Os03g0859900 protein (Fragment) (AHRD V1 ***- Q0DLK3_ORYSJ); contains Interpro domain(s)  IPR006869  Protein of unknown function DUF547 	AT4G37080	NA	similar to unknown protein [Arabidopsis thaliana] (TAIR:AT5G42690.2); similar to Os03g0859900 [Oryza sativa (japonica cultivar-group)] (GB:NP_001051971.1); similar to Os09g0463300 [Oryza sativa (japonica cultivar-group)] (GB:NP_001063405.1); similar to unknown protein [Oryza sativa (japonica cultivar-group)] (GB:AAP44737.1); contains InterPro domain Protein of unknown function DUF547; (InterPro:IPR006869)	51.97	635	3.00E-133	472	99.47643979
Solyc04g079560	0.890327364	6.538553551	17.26203207	3.26E-05	0.006858266	"Lysine/histidine transporter (AHRD V1 **** B9MVJ1_POPTR); contains Interpro domain(s)  IPR013057  Amino acid transporter, transmembrane "	AT1G47670	NA	"amino acid transporter family protein; similar to LHT7 (LYS/HIS TRANSPORTER 7), amino acid permease [Arabidopsis thaliana] (TAIR:AT4G35180.1); similar to ORF [Lilium lon (GB:BAA04838.1); similar to Os12g0485600 [Oryza sativa (japonica cultivar-group)] (GB:NP_001066783.1); contains InterPro domain Amino acid/polyamine transporter II; (InterPro:IPR002422); contains InterPro domain Amino acid transporter, transmembrane; (InterPro:IPR013057)"	89.52	525	0	856	99.42965779
Solyc04g079600	0.994352514	3.602329659	15.11330181	0.000101247	0.014836588	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc04g080040	0.814118747	4.179741422	20.22150514	6.90E-06	0.002421143	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc04g080450	0.961132511	4.33841788	18.86280126	1.40E-05	0.003931141	Fatty acid elongase 3-ketoacyl-CoA synthase (AHRD V1 **** Q6DUV5_BRANA); contains Interpro domain(s)  IPR012392  Very-long-chain 3-ketoacyl-CoA synthase 	AT1G19440	KCS4	"very-long-chain fatty acid condensing enzyme, putative; Identical to Probable 3-ketoacyl-CoA synthase 4 (EC 2.3.1.-) (KCS-4) (Very-long- chain fatty acid condensing enzyme 4) (VLCFA condensing enzyme 4) (KCS4) [Arabidopsis Thaliana] (GB:Q9LN49); similar to very-long-chain fatty acid condensing enzyme, putative [Arabidopsis thaliana] (TAIR:AT2G16280.1); similar to beta-ketoacyl-CoA synthase, putative [Arabidopsis thaliana] (TAIR:AT2G26640.1); similar to KCS2 (3-ketoacyl-CoA synthase 2), acyltransferase [Arabidopsis thaliana] (TAIR:AT4G34510.1); similar to beta-ketoacyl-CoA-synthase [Marchantia polymorpha] (GB:AAO48425.1); similar to Chalcone and stilbene synthases, N-terminal [Medicago truncatula] (GB:ABE82745.1); similar to FAE1 [Marchantia polymorpha] (GB:AAP74371.1); contains InterPro domain Chalcone and stilbene synthases, N-terminal; (InterPro:IPR001099); contains InterPro domain FAE1/Type III polyketide synthase-like protein; (InterPro:IPR013601); contains InterPro domain Very-long-chain 3-ketoacyl-CoA synthase; (InterPro:IPR012392); contains InterPro domain Chalcone and stilbene synthases, C-terminal; (InterPro:IPR012328)"	85.6	493	0	913	94.98069498
Solyc04g080710	1.067498081	3.533872673	15.1615661	9.87E-05	0.014679444	NA	NA	NA	NA	NA	NA	NA	NA	NA
